02.55.41.020825,PL21,login,
02.56.11.545141,PL21,words,2,
02.56.11.577067,PL21,words,2,
02.56.11.729623,PL21,words,1,
02.56.12.259995,PL21,words,1,
02.56.12.295315,PL21,words,1,
02.56.12.337153,PL21,words,1,
02.56.12.368685,PL21,words,1,
02.56.12.399046,PL21,words,1,
02.56.12.448589,PL21,words,1,
02.56.12.481079,PL21,words,1,
02.56.12.513790,PL21,words,1,
02.56.12.555315,PL21,words,1,
02.56.12.587775,PL21,words,1,
02.56.12.635296,PL21,words,1,
02.56.12.670314,PL21,words,1,
02.56.12.701227,PL21,words,1,
02.56.12.745253,PL21,words,1,
02.56.12.774953,PL21,words,1,
02.56.12.821648,PL21,words,1,
02.56.12.857159,PL21,words,1,
02.56.12.885779,PL21,words,1,
02.56.12.931466,PL21,words,1,
02.56.12.962085,PL21,words,1,
02.56.12.993639,PL21,words,1,
02.56.13.045803,PL21,words,1,
02.56.13.071908,PL21,words,1,
02.56.13.119499,PL21,words,1,
02.56.13.150427,PL21,words,1,
02.56.13.181261,PL21,words,1,
02.56.13.232073,PL21,words,1,
02.56.13.264500,PL21,words,1,
02.56.13.294829,PL21,words,1,
02.56.13.337299,PL21,words,1,
02.56.13.368407,PL21,words,1,
02.56.13.420990,PL21,words,1,
02.56.13.450820,PL21,words,1,
02.56.13.477256,PL21,words,1,
02.56.13.515169,PL21,words,1,
02.56.13.555751,PL21,words,1,
02.56.13.605890,PL21,words,1,
02.56.13.637026,PL21,words,1,
02.56.13.665496,PL21,words,1,
02.56.13.701413,PL21,words,1,
02.56.13.744834,PL21,words,1,
02.56.13.774682,PL21,words,1,
02.56.13.825266,PL21,words,1,
02.56.13.852566,PL21,words,1,
02.56.13.887753,PL21,words,1,
02.56.13.931632,PL21,words,1,
02.56.13.962274,PL21,words,1,
02.56.14.011384,PL21,words,1,
02.56.14.038990,PL21,words,1,
02.56.14.077018,PL21,words,1,
02.56.14.118476,PL21,words,1,
02.56.14.150562,PL21,words,1,
02.56.14.202756,PL21,words,1,
02.56.14.227005,PL21,words,1,
02.56.14.264313,PL21,words,1,
02.56.14.294040,PL21,words,1,
02.56.14.337205,PL21,words,1,
02.56.14.713338,PL21,words,2,
02.56.15.226228,PL21,words,2,
02.56.15.274188,PL21,words,2,
02.56.15.305972,PL21,words,2,
02.56.15.353337,PL21,words,2,
02.56.15.388386,PL21,words,2,
02.56.15.420003,PL21,words,2,
02.56.15.461357,PL21,words,2,
02.56.15.492879,PL21,words,2,
02.56.15.539021,PL21,words,2,
02.56.15.576977,PL21,words,2,
02.56.15.605036,PL21,words,2,
02.56.15.649915,PL21,words,2,
02.56.15.681179,PL21,words,2,
02.56.15.712821,PL21,words,2,
02.56.15.762605,PL21,words,2,
02.56.15.795296,PL21,words,2,
02.56.15.836467,PL21,words,2,
02.56.15.870550,PL21,words,2,
02.56.15.899450,PL21,words,2,
02.56.15.949787,PL21,words,2,
02.56.15.981853,PL21,words,2,
02.56.16.009151,PL21,words,2,
02.56.16.044919,PL21,words,2,
02.56.16.086775,PL21,words,2,
02.56.16.138674,PL21,words,2,
02.56.16.170410,PL21,words,2,
02.56.16.198666,PL21,words,2,
02.56.16.233643,PL21,words,2,
02.56.16.275428,PL21,words,2,
02.56.16.325179,PL21,words,2,
02.56.16.358421,PL21,words,2,
02.56.16.384943,PL21,words,2,
02.56.16.418466,PL21,words,2,
02.56.16.462247,PL21,words,2,
02.56.16.492787,PL21,words,2,
02.56.16.546083,PL21,words,2,
02.56.16.571397,PL21,words,2,
02.56.16.618299,PL21,words,2,
02.56.16.650258,PL21,words,2,
02.56.16.680862,PL21,words,2,
02.56.16.730986,PL21,words,2,
02.56.16.758245,PL21,words,2,
02.56.16.794126,PL21,words,2,
02.56.16.836973,PL21,words,2,
02.56.16.868613,PL21,words,2,
02.56.16.916809,PL21,words,2,
02.56.16.947282,PL21,words,2,
02.56.16.984642,PL21,words,2,
02.56.17.015699,PL21,words,2,
02.56.17.055805,PL21,words,2,
02.56.17.087525,PL21,words,2,
02.56.17.135046,PL21,words,2,
02.56.17.170821,PL21,words,2,
02.56.17.200315,PL21,words,2,
02.56.17.242637,PL21,words,2,
02.56.17.274464,PL21,words,2,
02.56.17.321985,PL21,words,2,
02.56.17.357137,PL21,words,2,
02.56.17.389665,PL21,words,2,
02.56.17.431080,PL21,words,2,
02.56.17.462731,PL21,words,2,
02.56.17.509873,PL21,words,2,
02.56.17.544446,PL21,words,2,
02.56.17.576255,PL21,words,2,
02.56.17.620135,PL21,words,2,
02.56.17.648974,PL21,words,2,
02.56.17.696443,PL21,words,2,
02.56.17.728091,PL21,words,2,
02.56.17.764503,PL21,words,2,
02.56.17.806185,PL21,words,2,
02.56.17.836814,PL21,words,2,
02.56.17.868325,PL21,words,2,
02.56.17.918489,PL21,words,2,
02.56.17.951546,PL21,words,2,
02.56.17.994304,PL21,words,2,
02.56.18.026739,PL21,words,2,
02.56.18.057062,PL21,words,2,
02.56.18.105209,PL21,words,2,
02.56.18.137587,PL21,words,2,
02.56.18.166641,PL21,words,2,
02.56.18.203327,PL21,words,2,
02.56.18.245217,PL21,words,2,
02.56.18.295189,PL21,words,2,
02.56.18.328310,PL21,words,2,
02.56.18.352577,PL21,words,2,
02.56.18.387817,PL21,words,2,
02.56.18.431541,PL21,words,2,
02.56.18.464224,PL21,words,2,
02.56.18.514338,PL21,words,2,
02.56.18.539983,PL21,words,2,
02.56.18.575948,PL21,words,2,
02.56.18.621209,PL21,words,2,
02.56.18.650185,PL21,words,2,
02.56.18.703353,PL21,words,2,
02.56.18.727552,PL21,words,2,
02.56.18.764595,PL21,words,2,
02.56.18.796969,PL21,words,2,
02.56.18.837455,PL21,words,2,
02.56.18.885375,PL21,words,2,
02.56.18.916669,PL21,words,2,
02.56.18.948176,PL21,words,2,
02.56.18.983007,PL21,words,2,
02.56.19.327367,PL21,words,1,
02.56.19.852115,PL21,words,1,
02.56.19.886928,PL21,words,1,
02.56.19.931672,PL21,words,1,
02.56.19.961881,PL21,words,1,
02.56.19.994615,PL21,words,1,
02.56.20.040401,PL21,words,1,
02.56.20.076906,PL21,words,1,
02.56.20.108398,PL21,words,1,
02.56.20.149391,PL21,words,1,
02.56.20.181290,PL21,words,1,
02.56.20.225221,PL21,words,1,
02.56.20.266861,PL21,words,1,
02.56.20.294103,PL21,words,1,
02.56.20.338240,PL21,words,1,
02.56.20.370053,PL21,words,1,
02.56.20.416364,PL21,words,1,
02.56.20.451423,PL21,words,1,
02.56.20.483234,PL21,words,1,
02.56.20.527849,PL21,words,1,
02.56.20.555729,PL21,words,1,
02.56.20.602239,PL21,words,1,
02.56.20.637577,PL21,words,1,
02.56.20.670243,PL21,words,1,
02.56.20.712541,PL21,words,1,
02.56.20.743347,PL21,words,1,
02.56.20.791265,PL21,words,1,
02.56.20.821251,PL21,words,1,
02.56.20.859949,PL21,words,1,
02.56.20.899594,PL21,words,1,
02.56.20.932818,PL21,words,1,
02.56.20.963101,PL21,words,1,
02.56.21.009978,PL21,words,1,
02.56.21.043961,PL21,words,1,
02.56.21.071095,PL21,words,1,
02.56.21.119274,PL21,words,1,
02.56.21.149353,PL21,words,1,
