10.54.00.225777 PL97 login 
10.54.21.000350 PL97 words 1 
10.54.21.031782 PL97 words 1 
10.54.21.063083 PL97 words 1 
10.54.21.109925 PL97 words 1 
10.54.21.141159 PL97 words 1 
10.54.21.188058 PL97 words 1 
10.54.21.219307 PL97 words 1 
10.54.21.250370 PL97 words 1 
10.54.21.297460 PL97 words 1 
10.54.21.328993 PL97 words 1 
10.54.21.360267 PL97 words 1 
10.54.21.407126 PL97 words 1 
10.54.21.438172 PL97 words 1 
10.54.21.485018 PL97 words 1 
10.54.21.516297 PL97 words 1 
10.54.21.547532 PL97 words 1 
10.54.21.594405 PL97 words 1 
10.54.21.625658 PL97 words 1 
10.54.21.656912 PL97 words 1 
10.54.21.703830 PL97 words 1 
10.54.21.735189 PL97 words 1 
10.54.21.782176 PL97 words 1 
10.54.21.813440 PL97 words 1 
10.54.21.844690 PL97 words 1 
10.54.21.891579 PL97 words 1 
10.54.21.922807 PL97 words 1 
10.54.21.953832 PL97 words 1 
10.54.22.000700 PL97 words 1 
10.54.22.032199 PL97 words 1 
10.54.22.078832 PL97 words 1 
10.54.22.110317 PL97 words 1 
10.54.22.141594 PL97 words 1 
10.54.22.188476 PL97 words 1 
10.54.22.219727 PL97 words 1 
10.54.22.266645 PL97 words 1 
10.54.22.297875 PL97 words 1 
10.54.22.329119 PL97 words 1 
10.54.22.375981 PL97 words 1 
10.54.22.407223 PL97 words 1 
10.54.22.439580 PL97 words 1 
10.54.22.476405 PL97 words 1 
10.54.22.523249 PL97 words 1 
10.54.22.554513 PL97 words 1 
10.54.22.601320 PL97 words 1 
10.54.22.632656 PL97 words 1 
10.54.22.663925 PL97 words 1 
10.54.22.710816 PL97 words 1 
10.54.22.742037 PL97 words 1 
10.54.22.773297 PL97 words 1 
10.54.22.820186 PL97 words 1 
10.54.22.851313 PL97 words 1 
10.54.22.898309 PL97 words 1 
10.54.22.929557 PL97 words 1 
10.54.22.960809 PL97 words 1 
10.54.23.007716 PL97 words 1 
10.54.23.038715 PL97 words 1 
10.54.23.069956 PL97 words 1 
10.54.23.116834 PL97 words 1 
10.54.23.148342 PL97 words 1 
10.54.23.195231 PL97 words 1 
10.54.23.226464 PL97 words 1 
10.54.23.257715 PL97 words 1 
10.54.23.304614 PL97 words 1 
10.54.23.335868 PL97 words 1 
10.54.23.366874 PL97 words 1 
10.54.23.414208 PL97 words 1 
10.54.23.442780 PL97 words 1 
10.54.23.489903 PL97 words 1 
10.54.23.521157 PL97 words 1 
10.54.23.568072 PL97 words 1 
10.54.23.599048 PL97 words 1 
10.54.23.630337 PL97 words 1 
10.54.23.677182 PL97 words 1 
10.54.23.708434 PL97 words 1 
10.54.23.739688 PL97 words 1 
10.54.23.786568 PL97 words 1 
10.54.23.817826 PL97 words 1 
10.54.23.864948 PL97 words 1 
10.54.23.896192 PL97 words 1 
10.54.23.934147 PL97 words 1 
10.54.23.965472 PL97 words 1 
10.54.24.012360 PL97 words 1 
10.54.24.043592 PL97 words 1 
10.54.24.074852 PL97 words 1 
10.54.24.121729 PL97 words 1 
10.54.24.152980 PL97 words 1 
10.54.24.199849 PL97 words 1 
10.54.24.231131 PL97 words 1 
10.54.24.262393 PL97 words 1 
10.54.24.309262 PL97 words 1 
10.54.24.340493 PL97 words 1 
10.54.24.371515 PL97 words 1 
10.54.24.418653 PL97 words 1 
10.54.24.449820 PL97 words 1 
10.54.24.496759 PL97 words 1 
10.54.24.528019 PL97 words 1 
10.54.24.559036 PL97 words 1 
10.54.24.607330 PL97 words 1 
10.54.24.638612 PL97 words 1 
10.54.24.669830 PL97 words 1 
10.54.24.716491 PL97 words 1 
10.54.24.747979 PL97 words 1 
10.54.24.794846 PL97 words 1 
10.54.24.826110 PL97 words 1 
10.54.24.857367 PL97 words 1 
10.54.24.904241 PL97 words 1 
10.54.24.932767 PL97 words 1 
10.54.24.968546 PL97 words 1 
10.54.25.015441 PL97 words 1 
10.54.25.046696 PL97 words 1 
10.54.25.077708 PL97 words 1 
10.54.25.124809 PL97 words 1 
10.54.25.156075 PL97 words 1 
10.54.25.202956 PL97 words 1 
10.54.25.233963 PL97 words 1 
10.54.25.265465 PL97 words 1 
10.54.25.312353 PL97 words 1 
10.54.25.343587 PL97 words 1 
10.54.25.390478 PL97 words 1 
10.54.25.421704 PL97 words 1 
10.54.25.452980 PL97 words 1 
10.54.25.499706 PL97 words 1 
10.54.25.531101 PL97 words 1 
10.54.25.562370 PL97 words 1 
10.54.25.609241 PL97 words 1 
10.54.25.640475 PL97 words 1 
10.54.25.687383 PL97 words 1 
10.54.25.718379 PL97 words 1 
10.54.25.754556 PL97 words 1 
10.54.25.798119 PL97 words 1 
10.54.25.829328 PL97 words 1 
10.54.25.860588 PL97 words 1 
10.54.25.907471 PL97 words 1 
10.54.25.938485 PL97 words 1 
10.54.25.985621 PL97 words 1 
10.54.26.016641 PL97 words 1 
10.54.26.048136 PL97 words 1 
10.54.26.094979 PL97 words 1 
